,Crop,Sowing Time,Region,Min Temp,Max Temp,Soil pH,Soil Type,Min Rainfall,Max Rainfall
889,lily,may,telangana,18,22,6.5,loamy soil,0,0
890,lily,april,tripura,18,22,6.5,loamy soil,0,0
891,lily,may,tripura,18,22,6.5,loamy soil,0,0
892,lily,april,uttar pradesh,18,22,6.5,loamy soil,0,0
893,lily,may,uttar pradesh,18,22,6.5,loamy soil,0,0
894,lily,april,uttarakhand,18,22,6.5,loamy soil,0,0
895,lily,may,uttarakhand,18,22,6.5,loamy soil,0,0
896,lily,april,west bengal,18,22,6.5,loamy soil,0,0
897,lily,may,west bengal,18,22,6.5,loamy soil,0,0
898,lily,april,andaman nicobar,18,22,6.5,loamy soil,0,0
899,lily,may,andaman nicobar,18,22,6.5,loamy soil,0,0
900,lily,april,chandigarh,18,22,6.5,loamy soil,0,0
901,lily,may,chandigarh,18,22,6.5,loamy soil,0,0
902,lily,april,dadra nagar haveli,18,22,6.5,loamy soil,0,0
903,lily,may,dadra nagar haveli,18,22,6.5,loamy soil,0,0
904,lily,april,daman diu,18,22,6.5,loamy soil,0,0
905,lily,may,daman diu,18,22,6.5,loamy soil,0,0
906,lily,april,delhi,18,22,6.5,loamy soil,0,0
907,lily,may,delhi,18,22,6.5,loamy soil,0,0
908,lily,april,lakshadweep,18,22,6.5,loamy soil,0,0
909,lily,may,lakshadweep,18,22,6.5,loamy soil,0,0
910,lily,april,puducherry,18,22,6.5,loamy soil,0,0
911,lily,may,puducherry,18,22,6.5,loamy soil,0,0
912,lotus,april,andhra pradesh,10,35,5.5,loamy soil,65,75
913,lotus,april,hyderabad,10,35,5.5,loamy soil,65,75
914,lotus,april,arunachal pradesh,10,35,5.5,loamy soil,65,75
915,lotus,april,assam,10,35,5.5,loamy soil,65,75
916,lotus,april,bihar,10,35,5.5,loamy soil,65,75
917,lotus,april,chhattisgarh,10,35,5.5,loamy soil,65,75
918,lotus,april,goa,10,35,5.5,loamy soil,65,75
919,lotus,april,gujrat,10,35,5.5,loamy soil,65,75
920,lotus,april,haryana,10,35,5.5,loamy soil,65,75
921,lotus,april,himachal pradesh,10,35,5.5,loamy soil,65,75
922,lotus,april,jammu kashmir,10,35,5.5,loamy soil,65,75
923,lotus,april,jharkhand,10,35,5.5,loamy soil,65,75
924,lotus,april,karnataka,10,35,5.5,loamy soil,65,75
925,lotus,april,kerala,10,35,5.5,loamy soil,65,75
926,lotus,april,madhya pradesh,10,35,5.5,loamy soil,65,75
927,lotus,april,maharashtra,10,35,5.5,loamy soil,65,75
928,lotus,april,manipur,10,35,5.5,loamy soil,65,75
929,lotus,april,meghalaya,10,35,5.5,loamy soil,65,75
930,lotus,april,mizoram,10,35,5.5,loamy soil,65,75
931,lotus,april,nagaland,10,35,5.5,loamy soil,65,75
932,lotus,april,odisha,10,35,5.5,loamy soil,65,75
933,lotus,april,punjab,10,35,5.5,loamy soil,65,75
934,lotus,april,rajasthan,10,35,5.5,loamy soil,65,75
935,lotus,april,sikkim,10,35,5.5,loamy soil,65,75
936,lotus,april,tamil nadu,10,35,5.5,loamy soil,65,75
937,lotus,april,telangana,10,35,5.5,loamy soil,65,75
938,lotus,april,tripura,10,35,5.5,loamy soil,65,75
939,lotus,april,uttar pradesh,10,35,5.5,loamy soil,65,75
940,lotus,april,uttarakhand,10,35,5.5,loamy soil,65,75
941,lotus,april,west bengal,10,35,5.5,loamy soil,65,75
942,lotus,april,andaman nicobar,10,35,5.5,loamy soil,65,75
943,lotus,april,chandigarh,10,35,5.5,loamy soil,65,75
944,lotus,april,dadra nagar haveli,10,35,5.5,loamy soil,65,75
945,lotus,april,daman diu,10,35,5.5,loamy soil,65,75
946,lotus,april,delhi,10,35,5.5,loamy soil,65,75
947,lotus,april,lakshadweep,10,35,5.5,loamy soil,65,75
948,lotus,april,puducherry,10,35,5.5,loamy soil,65,75
949,lotus,may,andhra pradesh,10,35,5.5,loamy soil,65,75
950,lotus,may,hyderabad,10,35,5.5,loamy soil,65,75
951,lotus,may,arunachal pradesh,10,35,5.5,loamy soil,65,75
952,lotus,may,assam,10,35,5.5,loamy soil,65,75
953,lotus,may,bihar,10,35,5.5,loamy soil,65,75
954,lotus,may,chhattisgarh,10,35,5.5,loamy soil,65,75
955,lotus,may,goa,10,35,5.5,loamy soil,65,75
956,lotus,may,gujrat,10,35,5.5,loamy soil,65,75
957,lotus,may,haryana,10,35,5.5,loamy soil,65,75
958,lotus,may,himachal pradesh,10,35,5.5,loamy soil,65,75
959,lotus,may,jammu kashmir,10,35,5.5,loamy soil,65,75
960,lotus,may,jharkhand,10,35,5.5,loamy soil,65,75
961,lotus,may,karnataka,10,35,5.5,loamy soil,65,75
962,lotus,may,kerala,10,35,5.5,loamy soil,65,75
963,lotus,may,madhya pradesh,10,35,5.5,loamy soil,65,75
964,lotus,may,maharashtra,10,35,5.5,loamy soil,65,75
965,lotus,may,manipur,10,35,5.5,loamy soil,65,75
966,lotus,may,meghalaya,10,35,5.5,loamy soil,65,75
967,lotus,may,mizoram,10,35,5.5,loamy soil,65,75
968,lotus,may,nagaland,10,35,5.5,loamy soil,65,75
969,lotus,may,odisha,10,35,5.5,loamy soil,65,75
970,lotus,may,punjab,10,35,5.5,loamy soil,65,75
971,lotus,may,rajasthan,10,35,5.5,loamy soil,65,75
972,lotus,may,sikkim,10,35,5.5,loamy soil,65,75
973,lotus,may,tamil nadu,10,35,5.5,loamy soil,65,75
974,lotus,may,telangana,10,35,5.5,loamy soil,65,75
975,lotus,may,tripura,10,35,5.5,loamy soil,65,75
976,lotus,may,uttar pradesh,10,35,5.5,loamy soil,65,75
977,lotus,may,uttarakhand,10,35,5.5,loamy soil,65,75
978,lotus,may,west bengal,10,35,5.5,loamy soil,65,75
979,lotus,may,andaman nicobar,10,35,5.5,loamy soil,65,75
980,lotus,may,chandigarh,10,35,5.5,loamy soil,65,75
981,lotus,may,dadra nagar haveli,10,35,5.5,loamy soil,65,75
982,lotus,may,daman diu,10,35,5.5,loamy soil,65,75
983,lotus,may,delhi,10,35,5.5,loamy soil,65,75
984,lotus,may,lakshadweep,10,35,5.5,loamy soil,65,75
985,lotus,may,puducherry,10,35,5.5,loamy soil,65,75
986,lotus,june,andhra pradesh,10,35,5.5,loamy soil,65,75
987,lotus,june,hyderabad,10,35,5.5,loamy soil,65,75
988,lotus,june,arunachal pradesh,10,35,5.5,loamy soil,65,75
989,lotus,june,assam,10,35,5.5,loamy soil,65,75
990,lotus,june,bihar,10,35,5.5,loamy soil,65,75
991,lotus,june,chhattisgarh,10,35,5.5,loamy soil,65,75
992,lotus,june,goa,10,35,5.5,loamy soil,65,75
993,lotus,june,gujrat,10,35,5.5,loamy soil,65,75
994,lotus,june,haryana,10,35,5.5,loamy soil,65,75
995,lotus,june,himachal pradesh,10,35,5.5,loamy soil,65,75
996,lotus,june,jammu kashmir,10,35,5.5,loamy soil,65,75
997,lotus,june,jharkhand,10,35,5.5,loamy soil,65,75
998,lotus,june,karnataka,10,35,5.5,loamy soil,65,75
999,lotus,june,kerala,10,35,5.5,loamy soil,65,75
1000,lotus,june,madhya pradesh,10,35,5.5,loamy soil,65,75
1001,lotus,june,maharashtra,10,35,5.5,loamy soil,65,75
1002,lotus,june,manipur,10,35,5.5,loamy soil,65,75
1003,lotus,june,meghalaya,10,35,5.5,loamy soil,65,75
1004,lotus,june,mizoram,10,35,5.5,loamy soil,65,75
1005,lotus,june,nagaland,10,35,5.5,loamy soil,65,75
1006,lotus,june,odisha,10,35,5.5,loamy soil,65,75
1007,lotus,june,punjab,10,35,5.5,loamy soil,65,75
1008,lotus,june,rajasthan,10,35,5.5,loamy soil,65,75
1009,lotus,june,sikkim,10,35,5.5,loamy soil,65,75
1010,lotus,june,tamil nadu,10,35,5.5,loamy soil,65,75
1011,lotus,june,telangana,10,35,5.5,loamy soil,65,75
1012,lotus,june,tripura,10,35,5.5,loamy soil,65,75
1013,lotus,june,uttar pradesh,10,35,5.5,loamy soil,65,75
1014,lotus,june,uttarakhand,10,35,5.5,loamy soil,65,75
1015,lotus,june,west bengal,10,35,5.5,loamy soil,65,75
1016,lotus,june,andaman nicobar,10,35,5.5,loamy soil,65,75
1017,lotus,june,chandigarh,10,35,5.5,loamy soil,65,75
1018,lotus,june,dadra nagar haveli,10,35,5.5,loamy soil,65,75
1019,lotus,june,daman diu,10,35,5.5,loamy soil,65,75
1020,lotus,june,delhi,10,35,5.5,loamy soil,65,75
1021,lotus,june,lakshadweep,10,35,5.5,loamy soil,65,75
1022,lotus,june,puducherry,10,35,5.5,loamy soil,65,75
1023,lotus,july,andhra pradesh,10,35,5.5,loamy soil,65,75
1024,lotus,july,hyderabad,10,35,5.5,loamy soil,65,75
1025,lotus,july,arunachal pradesh,10,35,5.5,loamy soil,65,75
1026,lotus,july,assam,10,35,5.5,loamy soil,65,75
1027,lotus,july,bihar,10,35,5.5,loamy soil,65,75
1028,lotus,july,chhattisgarh,10,35,5.5,loamy soil,65,75
1029,lotus,july,goa,10,35,5.5,loamy soil,65,75
1030,lotus,july,gujrat,10,35,5.5,loamy soil,65,75
1031,lotus,july,haryana,10,35,5.5,loamy soil,65,75
1032,lotus,july,himachal pradesh,10,35,5.5,loamy soil,65,75
1033,lotus,july,jammu kashmir,10,35,5.5,loamy soil,65,75
1034,lotus,july,jharkhand,10,35,5.5,loamy soil,65,75
1035,lotus,july,karnataka,10,35,5.5,loamy soil,65,75
1036,lotus,july,kerala,10,35,5.5,loamy soil,65,75
1037,lotus,july,madhya pradesh,10,35,5.5,loamy soil,65,75
1038,lotus,july,maharashtra,10,35,5.5,loamy soil,65,75
1039,lotus,july,manipur,10,35,5.5,loamy soil,65,75
1040,lotus,july,meghalaya,10,35,5.5,loamy soil,65,75
1041,lotus,july,mizoram,10,35,5.5,loamy soil,65,75
1042,lotus,july,nagaland,10,35,5.5,loamy soil,65,75
1043,lotus,july,odisha,10,35,5.5,loamy soil,65,75
1044,lotus,july,punjab,10,35,5.5,loamy soil,65,75
1045,lotus,july,rajasthan,10,35,5.5,loamy soil,65,75
1046,lotus,july,sikkim,10,35,5.5,loamy soil,65,75
1047,lotus,july,tamil nadu,10,35,5.5,loamy soil,65,75
1048,lotus,july,telangana,10,35,5.5,loamy soil,65,75
1049,lotus,july,tripura,10,35,5.5,loamy soil,65,75
1050,lotus,july,uttar pradesh,10,35,5.5,loamy soil,65,75
1051,lotus,july,uttarakhand,10,35,5.5,loamy soil,65,75
1052,lotus,july,west bengal,10,35,5.5,loamy soil,65,75
1053,lotus,july,andaman nicobar,10,35,5.5,loamy soil,65,75
1054,lotus,july,chandigarh,10,35,5.5,loamy soil,65,75
1055,lotus,july,dadra nagar haveli,10,35,5.5,loamy soil,65,75
1056,lotus,july,daman diu,10,35,5.5,loamy soil,65,75
1057,lotus,july,delhi,10,35,5.5,loamy soil,65,75
1058,lotus,july,lakshadweep,10,35,5.5,loamy soil,65,75
1059,lotus,july,puducherry,10,35,5.5,loamy soil,65,75
1060,lotus,august,andhra pradesh,10,35,5.5,loamy soil,65,75
1061,lotus,august,hyderabad,10,35,5.5,loamy soil,65,75
1062,lotus,august,arunachal pradesh,10,35,5.5,loamy soil,65,75
1063,lotus,august,assam,10,35,5.5,loamy soil,65,75
1064,lotus,august,bihar,10,35,5.5,loamy soil,65,75
1065,lotus,august,chhattisgarh,10,35,5.5,loamy soil,65,75
1066,lotus,august,goa,10,35,5.5,loamy soil,65,75
1067,lotus,august,gujrat,10,35,5.5,loamy soil,65,75
1068,lotus,august,haryana,10,35,5.5,loamy soil,65,75
1069,lotus,august,himachal pradesh,10,35,5.5,loamy soil,65,75
1070,lotus,august,jammu kashmir,10,35,5.5,loamy soil,65,75
1071,lotus,august,jharkhand,10,35,5.5,loamy soil,65,75
1072,lotus,august,karnataka,10,35,5.5,loamy soil,65,75
1073,lotus,august,kerala,10,35,5.5,loamy soil,65,75
1074,lotus,august,madhya pradesh,10,35,5.5,loamy soil,65,75
1075,lotus,august,maharashtra,10,35,5.5,loamy soil,65,75
1076,lotus,august,manipur,10,35,5.5,loamy soil,65,75
1077,lotus,august,meghalaya,10,35,5.5,loamy soil,65,75
1078,lotus,august,mizoram,10,35,5.5,loamy soil,65,75
1079,lotus,august,nagaland,10,35,5.5,loamy soil,65,75
1080,lotus,august,odisha,10,35,5.5,loamy soil,65,75
1081,lotus,august,punjab,10,35,5.5,loamy soil,65,75
1082,lotus,august,rajasthan,10,35,5.5,loamy soil,65,75
1083,lotus,august,sikkim,10,35,5.5,loamy soil,65,75
1084,lotus,august,tamil nadu,10,35,5.5,loamy soil,65,75
1085,lotus,august,telangana,10,35,5.5,loamy soil,65,75
1086,lotus,august,tripura,10,35,5.5,loamy soil,65,75
1087,lotus,august,uttar pradesh,10,35,5.5,loamy soil,65,75
1088,lotus,august,uttarakhand,10,35,5.5,loamy soil,65,75
1089,lotus,august,west bengal,10,35,5.5,loamy soil,65,75
1090,lotus,august,andaman nicobar,10,35,5.5,loamy soil,65,75
1091,lotus,august,chandigarh,10,35,5.5,loamy soil,65,75
1092,lotus,august,dadra nagar haveli,10,35,5.5,loamy soil,65,75
1093,lotus,august,daman diu,10,35,5.5,loamy soil,65,75
1094,lotus,august,delhi,10,35,5.5,loamy soil,65,75
1095,lotus,august,lakshadweep,10,35,5.5,loamy soil,65,75
1096,lotus,august,puducherry,10,35,5.5,loamy soil,65,75
1097,lotus,september,andhra pradesh,10,35,5.5,loamy soil,65,75
1098,lotus,september,hyderabad,10,35,5.5,loamy soil,65,75
1099,lotus,september,arunachal pradesh,10,35,5.5,loamy soil,65,75
1100,lotus,september,assam,10,35,5.5,loamy soil,65,75
1101,lotus,september,bihar,10,35,5.5,loamy soil,65,75
1102,lotus,september,chhattisgarh,10,35,5.5,loamy soil,65,75
1103,lotus,september,goa,10,35,5.5,loamy soil,65,75
1104,lotus,september,gujrat,10,35,5.5,loamy soil,65,75
1105,lotus,september,haryana,10,35,5.5,loamy soil,65,75
1106,lotus,september,himachal pradesh,10,35,5.5,loamy soil,65,75
1107,lotus,september,jammu kashmir,10,35,5.5,loamy soil,65,75
1108,lotus,september,jharkhand,10,35,5.5,loamy soil,65,75
1109,lotus,september,karnataka,10,35,5.5,loamy soil,65,75
1110,lotus,september,kerala,10,35,5.5,loamy soil,65,75
1111,lotus,september,madhya pradesh,10,35,5.5,loamy soil,65,75
1112,lotus,september,maharashtra,10,35,5.5,loamy soil,65,75
1113,lotus,september,manipur,10,35,5.5,loamy soil,65,75
1114,lotus,september,meghalaya,10,35,5.5,loamy soil,65,75
1115,lotus,september,mizoram,10,35,5.5,loamy soil,65,75
1116,lotus,september,nagaland,10,35,5.5,loamy soil,65,75
1117,lotus,september,odisha,10,35,5.5,loamy soil,65,75
1118,lotus,september,punjab,10,35,5.5,loamy soil,65,75
1119,lotus,september,rajasthan,10,35,5.5,loamy soil,65,75
1120,lotus,september,sikkim,10,35,5.5,loamy soil,65,75
1121,lotus,september,tamil nadu,10,35,5.5,loamy soil,65,75
1122,lotus,september,telangana,10,35,5.5,loamy soil,65,75
1123,lotus,september,tripura,10,35,5.5,loamy soil,65,75
1124,lotus,september,uttar pradesh,10,35,5.5,loamy soil,65,75
1125,lotus,september,uttarakhand,10,35,5.5,loamy soil,65,75
1126,lotus,september,west bengal,10,35,5.5,loamy soil,65,75
1127,lotus,september,andaman nicobar,10,35,5.5,loamy soil,65,75
1128,lotus,september,chandigarh,10,35,5.5,loamy soil,65,75
1129,lotus,september,dadra nagar haveli,10,35,5.5,loamy soil,65,75
1130,lotus,september,gujrat,10,35,5.5,loamy soil,65,75
1131,lotus,september,delhi,10,35,5.5,loamy soil,65,75
1132,lotus,september,lakshadweep,10,35,5.5,loamy soil,65,75
1133,lotus,september,puducherry,10,35,5.5,loamy soil,65,75
1134,lotus,april,puducherry,10,35,5.5,loamy soil,65,75
1135,lotus,may,puducherry,10,35,5.5,loamy soil,65,75
1136,jasmine,july,tamil nadu,15,25,6.1,loamy soil,85,95
1137,jasmine,august,tamil nadu,15,25,6.1,loamy soil,85,95
1138,jasmine,september,tamil nadu,15,25,6.1,loamy soil,85,95
1139,jasmine,october,tamil nadu,15,25,6.1,loamy soil,85,95
1140,jasmine,november,tamil nadu,15,25,6.1,loamy soil,85,95
1141,jasmine,december,tamil nadu,15,25,6.1,loamy soil,85,95
1142,jasmine,january,karnataka,15,25,6.1,loamy soil,85,95
1143,jasmine,february,karnataka,15,25,6.1,loamy soil,85,95
1144,jasmine,march,karnataka,15,25,6.1,loamy soil,85,95
1145,jasmine,april,karnataka,15,25,6.1,loamy soil,85,95
1146,jasmine,may,karnataka,15,25,6.1,loamy soil,85,95
1147,jasmine,june,karnataka,15,25,6.1,loamy soil,85,95
1148,jasmine,july,karnataka,15,25,6.1,loamy soil,85,95
1149,jasmine,august,karnataka,15,25,6.1,loamy soil,85,95
1150,jasmine,september,karnataka,15,25,6.1,loamy soil,85,95
1151,jasmine,october,karnataka,15,25,6.1,loamy soil,85,95
1152,jasmine,november,karnataka,15,25,6.1,loamy soil,85,95
1153,jasmine,december,karnataka,15,25,6.1,loamy soil,85,95
1154,jasmine,july,uttar pradesh,15,25,6.1,loamy soil,85,95
1155,jasmine,august,uttar pradesh,15,25,6.1,loamy soil,85,95
1156,jasmine,january,uttar pradesh,15,25,6.1,loamy soil,85,95
1157,jasmine,february,uttar pradesh,15,25,6.1,loamy soil,85,95
1158,jasmine,july,rajasthan,15,25,6.1,loamy soil,85,95
1159,jasmine,august,rajasthan,15,25,6.1,loamy soil,85,95
1160,jasmine,january,rajasthan,15,25,6.1,loamy soil,85,95
1161,jasmine,february,rajasthan,15,25,6.1,loamy soil,85,95
1162,jasmine,july,maharashtra,15,25,6.1,loamy soil,85,95
1163,jasmine,august,maharashtra,15,25,6.1,loamy soil,85,95
1164,jasmine,september,maharashtra,15,25,6.1,loamy soil,85,95
1165,jasmine,october,maharashtra,15,25,6.1,loamy soil,85,95
1166,jasmine,november,maharashtra,15,25,6.1,loamy soil,85,95
1167,jasmine,december,maharashtra,15,25,6.1,loamy soil,85,95
1168,jasmine,july,andhra pradesh,15,25,6.1,loamy soil,85,95
1169,jasmine,august,andhra pradesh,15,25,6.1,loamy soil,85,95
1170,jasmine,september,andhra pradesh,15,25,6.1,loamy soil,85,95
1171,jasmine,october,andhra pradesh,15,25,6.1,loamy soil,85,95
1172,jasmine,november,andhra pradesh,15,25,6.1,loamy soil,85,95
1173,jasmine,december,andhra pradesh,15,25,6.1,loamy soil,85,95
1174,jasmine,july,west bengal,15,25,6.1,loamy soil,85,95
1175,jasmine,august,west bengal,15,25,6.1,loamy soil,85,95
1176,jasmine,september,west bengal,15,25,6.1,loamy soil,85,95
1177,jasmine,october,west bengal,15,25,6.1,loamy soil,85,95
1178,jasmine,november,west bengal,15,25,6.1,loamy soil,85,95
1179,jasmine,december,west bengal,15,25,6.1,loamy soil,85,95
1180,petunia,october,andhra pradesh,15,30,6.5,sandy soil,0,0
1181,petunia,october,hyderabad,15,30,6.5,sandy soil,0,0
1182,petunia,october,arunachal pradesh,15,30,6.5,sandy soil,0,0
1183,petunia,october,assam,15,30,6.5,sandy soil,0,0
1184,petunia,october,bihar,15,30,6.5,sandy soil,0,0
1185,petunia,october,chhattisgarh,15,30,6.5,sandy soil,0,0
1186,petunia,october,goa,15,30,6.5,sandy soil,0,0
1187,petunia,october,gujrat,15,30,6.5,sandy soil,0,0
1188,petunia,october,haryana,15,30,6.5,sandy soil,0,0
1189,petunia,october,himachal pradesh,15,30,6.5,sandy soil,0,0
1190,petunia,october,jammu kashmir,15,30,6.5,sandy soil,0,0
1191,petunia,october,jharkhand,15,30,6.5,sandy soil,0,0
1192,petunia,october,karnataka,15,30,6.5,sandy soil,0,0
1193,petunia,october,kerala,15,30,6.5,sandy soil,0,0
1194,petunia,october,madhya pradesh,15,30,6.5,sandy soil,0,0
1195,petunia,october,maharashtra,15,30,6.5,sandy soil,0,0
1196,petunia,october,manipur,15,30,6.5,sandy soil,0,0
1197,petunia,october,meghalaya,15,30,6.5,sandy soil,0,0
1198,petunia,october,mizoram,15,30,6.5,sandy soil,0,0
1199,petunia,october,nagaland,15,30,6.5,sandy soil,0,0
1200,petunia,october,odisha,15,30,6.5,sandy soil,0,0
1201,petunia,october,punjab,15,30,6.5,sandy soil,0,0
1202,petunia,october,rajasthan,15,30,6.5,sandy soil,0,0
1203,petunia,october,sikkim,15,30,6.5,sandy soil,0,0
1204,petunia,october,tamil nadu,15,30,6.5,sandy soil,0,0
1205,petunia,october,telangana,15,30,6.5,sandy soil,0,0
1206,petunia,october,tripura,15,30,6.5,sandy soil,0,0
1207,petunia,october,uttar pradesh,15,30,6.5,sandy soil,0,0
1208,petunia,october,uttarakhand,15,30,6.5,sandy soil,0,0
1209,petunia,october,west bengal,15,30,6.5,sandy soil,0,0
1210,petunia,october,andaman nicobar,15,30,6.5,sandy soil,0,0
1211,petunia,october,chandigarh,15,30,6.5,sandy soil,0,0
1212,petunia,october,dadra nagar haveli,15,30,6.5,sandy soil,0,0
1213,petunia,october,daman diu,15,30,6.5,sandy soil,0,0
1214,petunia,october,delhi,15,30,6.5,sandy soil,0,0
1215,petunia,october,lakshadweep,15,30,6.5,sandy soil,0,0
1216,petunia,october,puducherry,15,30,6.5,sandy soil,0,0
1217,rose,september,maharashtra,15,28,6,loamy soil,0,0
1218,rose,october,maharashtra,15,28,6,loamy soil,0,0
1219,rose,september,tamil nadu,15,28,6,loamy soil,0,0
1220,rose,october,tamil nadu,15,28,6,loamy soil,0,0
1221,rose,september,karnataka,15,28,6,loamy soil,0,0
1222,rose,october,karnataka,15,28,6,loamy soil,0,0
1223,rose,september,west bengal,15,28,6,loamy soil,0,0
1224,rose,october,west bengal,15,28,6,loamy soil,0,0
1225,rose,february,hilly areas,15,28,6,loamy soil,0,0
1226,rose,march,hilly areas,15,28,6,loamy soil,0,0
1227,safflower,october,maharashtra,24,32,6,well-drained deep soil,60,90
1228,safflower,november,maharashtra,24,32,6,well-drained deep soil,60,90
1229,safflower,october,karnataka,24,32,6,well-drained deep soil,60,90
1230,safflower,november,karnataka,24,32,6,well-drained deep soil,60,90
1231,safflower,october,andhra pradesh,24,32,6,well-drained deep soil,60,90
1232,safflower,november,andhra pradesh,24,32,6,well-drained deep soil,60,90
1233,safflower,october,madhya pradesh,24,32,6,well-drained deep soil,60,90
1234,safflower,november,madhya pradesh,24,32,6,well-drained deep soil,60,90
1235,safflower,october,odisha,24,32,6,well-drained deep soil,60,90
1236,safflower,november,odisha,24,32,6,well-drained deep soil,60,90
1237,safflower,october,bihar,24,32,6,well-drained deep soil,60,90
1238,safflower,november,bihar,24,32,6,well-drained deep soil,60,90
1239,sunflower,february,karnataka,21,24,6.75,loamy soil,0,20
1240,sunflower,february,andhra pradesh,21,24,6.75,loamy soil,0,20
1241,sunflower,february,maharashtra,21,24,6.75,loamy soil,0,20
1242,sunflower,february,bihar,21,24,6.75,loamy soil,0,20
1243,sunflower,february,odisha,21,24,6.75,loamy soil,0,20
1244,sunflower,february,tamil nadu,21,24,6.75,loamy soil,0,20
1245,zennia,march,andhra pradesh,16,28,5.5,loamy soil,130,140
1246,zennia,april,andhra pradesh,16,28,5.5,loamy soil,130,140
1247,zennia,march,hyderabad,16,28,5.5,loamy soil,130,140
1248,zennia,april,hyderabad,16,28,5.5,loamy soil,130,140
1249,zennia,march,arunachal pradesh,16,28,5.5,loamy soil,130,140
1250,zennia,april,arunachal pradesh,16,28,5.5,loamy soil,130,140
1251,zennia,march,assam,16,28,5.5,loamy soil,130,140
1252,zennia,april,assam,16,28,5.5,loamy soil,130,140
1253,zennia,march,bihar,16,28,5.5,loamy soil,130,140
1254,zennia,april,bihar,16,28,5.5,loamy soil,130,140
1255,zennia,march,chhattisgarh,16,28,5.5,loamy soil,130,140
1256,zennia,april,chhattisgarh,16,28,5.5,loamy soil,130,140
1257,zennia,march,goa,16,28,5.5,loamy soil,130,140
1258,zennia,april,goa,16,28,5.5,loamy soil,130,140
1259,zennia,march,gujrat,16,28,5.5,loamy soil,130,140
1260,zennia,april,gujrat,16,28,5.5,loamy soil,130,140
1261,zennia,march,haryana,16,28,5.5,loamy soil,130,140
1262,zennia,april,haryana,16,28,5.5,loamy soil,130,140
1263,zennia,march,himachal pradesh,16,28,5.5,loamy soil,130,140
1264,zennia,april,himachal pradesh,16,28,5.5,loamy soil,130,140
1265,zennia,march,jammu kashmir,16,28,5.5,loamy soil,130,140
1266,zennia,april,jammu kashmir,16,28,5.5,loamy soil,130,140
1267,zennia,march,jharkhand,16,28,5.5,loamy soil,130,140
1268,zennia,april,jharkhand,16,28,5.5,loamy soil,130,140
1269,zennia,march,karnataka,16,28,5.5,loamy soil,130,140
1270,zennia,april,karnataka,16,28,5.5,loamy soil,130,140
1271,zennia,march,kerala,16,28,5.5,loamy soil,130,140
1272,zennia,april,kerala,16,28,5.5,loamy soil,130,140
1273,zennia,march,madhya pradesh,16,28,5.5,loamy soil,130,140
1274,zennia,april,madhya pradesh,16,28,5.5,loamy soil,130,140
1275,zennia,march,maharashtra,16,28,5.5,loamy soil,130,140
1276,zennia,april,maharashtra,16,28,5.5,loamy soil,130,140
1277,zennia,march,manipur,16,28,5.5,loamy soil,130,140
1278,zennia,april,manipur,16,28,5.5,loamy soil,130,140
1279,zennia,march,meghalaya,16,28,5.5,loamy soil,130,140
1280,zennia,april,meghalaya,16,28,5.5,loamy soil,130,140
1281,zennia,march,mizoram,16,28,5.5,loamy soil,130,140
1282,zennia,april,mizoram,16,28,5.5,loamy soil,130,140
1283,zennia,march,nagaland,16,28,5.5,loamy soil,130,140
1284,zennia,april,nagaland,16,28,5.5,loamy soil,130,140
1285,zennia,march,odisha,16,28,5.5,loamy soil,130,140
1286,zennia,april,odisha,16,28,5.5,loamy soil,130,140
1287,zennia,march,punjab,16,28,5.5,loamy soil,130,140
1288,zennia,april,punjab,16,28,5.5,loamy soil,130,140
1289,zennia,march,rajasthan,16,28,5.5,loamy soil,130,140
1290,zennia,april,rajasthan,16,28,5.5,loamy soil,130,140
1291,zennia,march,sikkim,16,28,5.5,loamy soil,130,140
1292,zennia,april,sikkim,16,28,5.5,loamy soil,130,140
1293,zennia,march,tamil nadu,16,28,5.5,loamy soil,130,140
1294,zennia,april,tamil nadu,16,28,5.5,loamy soil,130,140
1295,zennia,march,telangana,16,28,5.5,loamy soil,130,140
1296,zennia,april,telangana,16,28,5.5,loamy soil,130,140
1297,zennia,march,tripura,16,28,5.5,loamy soil,130,140
1298,zennia,april,tripura,16,28,5.5,loamy soil,130,140
1299,zennia,march,uttar pradesh,16,28,5.5,loamy soil,130,140
1300,zennia,april,uttar pradesh,16,28,5.5,loamy soil,130,140
1301,zennia,march,uttarakhand,16,28,5.5,loamy soil,130,140
1302,zennia,april,uttarakhand,16,28,5.5,loamy soil,130,140
1303,zennia,march,west bengal,16,28,5.5,loamy soil,130,140
1304,zennia,april,west bengal,16,28,5.5,loamy soil,130,140
1305,zennia,march,andaman nicobar,16,28,5.5,loamy soil,130,140
1306,zennia,april,andaman nicobar,16,28,5.5,loamy soil,130,140
1307,zennia,march,chandigarh,16,28,5.5,loamy soil,130,140
1308,zennia,april,chandigarh,16,28,5.5,loamy soil,130,140
1309,zennia,march,dadra nagar haveli,16,28,5.5,loamy soil,130,140
1310,zennia,april,dadra nagar haveli,16,28,5.5,loamy soil,130,140
1311,zennia,march,daman diu,16,28,5.5,loamy soil,130,140
1312,zennia,april,daman diu,16,28,5.5,loamy soil,130,140
1313,zennia,march,delhi,16,28,5.5,loamy soil,130,140
1314,zennia,april,delhi,16,28,5.5,loamy soil,130,140
1315,zennia,march,lakshadweep,16,28,5.5,loamy soil,130,140
